Link,Name,Disease Name,Is it in Wikidata?
http://babelnet.org/rdf/page/s01436740n,s01436740n,Connective_tissue_neoplasm,Yes
http://babelnet.org/rdf/page/s01437800n,s01437800n,Malignant_acrospiroma,Yes
http://babelnet.org/rdf/page/s01437903n,s01437903n,Laryngeal_papillomatosis,Yes
http://babelnet.org/rdf/page/s01441899n,s01441899n,Prosopamnesia,Yes
http://babelnet.org/rdf/page/s01443519n,s01443519n,IgA_pemphigus,Yes
http://babelnet.org/rdf/page/s01444937n,s01444937n,Sebaceous_carcinoma,Yes
http://babelnet.org/rdf/page/s01446598n,s01446598n,Epidermolisi_bollosa_giunzionale,
http://babelnet.org/rdf/page/s01447150n,s01447150n,Reactive_neutrophilic_dermatoses,Yes
http://babelnet.org/rdf/page/s01448180n,s01448180n,Vibratory_angioedema,Yes
http://babelnet.org/rdf/page/s01448618n,s01448618n,Familial_dysalbuminemic_hyperthyroxinemia,Yes
http://babelnet.org/rdf/page/s01448660n,s01448660n,Aromatase_deficiency,Yes
http://babelnet.org/rdf/page/s01449532n,s01449532n,Inverse_psoriasis,Yes
http://babelnet.org/rdf/page/s01449708n,s01449708n,Prurigo_simplex,Yes
http://babelnet.org/rdf/page/s01451709n,s01451709n,Transient_bullous_dermolysis_of_the_newborn,Yes
http://babelnet.org/rdf/page/s01455672n,s01455672n,Lenz–Majewski_syndrome,Yes
http://babelnet.org/rdf/page/s01455803n,s01455803n,Clear-cell_sarcoma,Yes
http://babelnet.org/rdf/page/s01455815n,s01455815n,desmosterolosis,Yes
http://babelnet.org/rdf/page/s01455819n,s01455819n,Lathosterolosis,Yes
http://babelnet.org/rdf/page/s01455821n,s01455821n,Hydrops-ectopic_calcification-moth-eaten_skeletal_dysplasia,Yes
http://babelnet.org/rdf/page/s01456471n,s01456471n,Marie_Unna_hereditary_hypotrichosis,Yes
http://babelnet.org/rdf/page/s01457934n,s01457934n,Hereditary_sclerosing_poikiloderma,Yes
http://babelnet.org/rdf/page/s01457942n,s01457942n,Mandibuloacral_dysplasia,Yes
http://babelnet.org/rdf/page/s01458012n,s01458012n,Syndrome_tricho-rhino-phalangien_type_1,Yes,
http://babelnet.org/rdf/page/s01459113n,s01459113n,Retroflessione_uterina,
http://babelnet.org/rdf/page/s01459618n,s01459618n,Nevus_comedoniano,Yes,
http://babelnet.org/rdf/page/s01459625n,s01459625n,Epidermal_nevus_syndrome,Yes
http://babelnet.org/rdf/page/s01459641n,s01459641n,Schimmelpenning_syndrome,Yes
http://babelnet.org/rdf/page/s01459652n,s01459652n,Nevus_comedonicus_syndrome,Yes
http://babelnet.org/rdf/page/s01462487n,s01462487n,Glandular_and_epithelial_neoplasm,Yes
http://babelnet.org/rdf/page/s01462544n,s01462544n,Nevi_and_melanomas,Yes
http://babelnet.org/rdf/page/s01462720n,s01462720n,Spinal_disease,Yes
http://babelnet.org/rdf/page/s01463357n,s01463357n,Keratin_disease,Yes
http://babelnet.org/rdf/page/s01464378n,s01464378n,Aneurysm_of_heart,Yes
http://babelnet.org/rdf/page/s01464524n,s01464524n,Endocrine_bone_disease,Yes
http://babelnet.org/rdf/page/s01465158n,s01465158n,Histiocytic_sarcoma,Yes
http://babelnet.org/rdf/page/s01466981n,s01466981n,Gonadal_tissue_neoplasm,Yes
http://babelnet.org/rdf/page/s01469970n,s01469970n,Dunnigan_familial_partial_lipodystrophy,Yes
http://babelnet.org/rdf/page/s01470348n,s01470348n,Juxtaglomerular_cell_tumor,Yes
http://babelnet.org/rdf/page/s01471166n,s01471166n,Haemophilus_meningitis,Yes
http://babelnet.org/rdf/page/s01478689n,s01478689n,Lichen_striatus,Yes
http://babelnet.org/rdf/page/s01479031n,s01479031n,Splenic_lymphoma_with_villous_lymphocytes,Yes
http://babelnet.org/rdf/page/s01479291n,s01479291n,Familial_aortic_dissection,Yes
http://babelnet.org/rdf/page/s01480407n,s01480407n,Postorgasmic_illness_syndrome,
http://babelnet.org/rdf/page/s01484497n,s01484497n,HIV-associated_lipodystrophy,Yes
http://babelnet.org/rdf/page/s01484500n,s01484500n,Familial_partial_lipodystrophy,Yes
http://babelnet.org/rdf/page/s01486499n,s01486499n,Colecisti_a_porcellana,
http://babelnet.org/rdf/page/s01488251n,s01488251n,CNS_demyelinating_autoimmune_diseases,Yes
http://babelnet.org/rdf/page/s01488262n,s01488262n,Hereditary_CNS_demyelinating_disease,Yes
http://babelnet.org/rdf/page/s01488355n,s01488355n,Fatty-acid_metabolism_disorder,Yes
http://babelnet.org/rdf/page/s01489551n,s01489551n,Bone_cyst,Yes
http://babelnet.org/rdf/page/s01489615n,s01489615n,Nonossifying_fibroma,Yes
http://babelnet.org/rdf/page/s01494394n,s01494394n,Adénome_festonné_sessile,Yes,
http://babelnet.org/rdf/page/s01496551n,s01496551n,Gingival_disease,Yes
http://babelnet.org/rdf/page/s01498122n,s01498122n,Transcortical_motor_aphasia,Yes
http://babelnet.org/rdf/page/s01500144n,s01500144n,Tuberculous_cellulitis,Yes
http://babelnet.org/rdf/page/s01500199n,s01500199n,Lichen_myxedematosus,Yes
http://babelnet.org/rdf/page/s01503336n,s01503336n,Localized_lichen_myxedematosus,Yes
http://babelnet.org/rdf/page/s01503360n,s01503360n,Reticular_erythematous_mucinosis,Yes
http://babelnet.org/rdf/page/s01503833n,s01503833n,Bruns_apraxia,Yes
http://babelnet.org/rdf/page/s01504090n,s01504090n,Abdominal_compartment_syndrome,Yes
http://babelnet.org/rdf/page/s01505120n,s01505120n,Bahima_disease,Yes
http://babelnet.org/rdf/page/s01506077n,s01506077n,Atypical_ductal_hyperplasia,Yes
http://babelnet.org/rdf/page/s01506106n,s01506106n,Granulomatous_mastitis,Yes
http://babelnet.org/rdf/page/s01506242n,s01506242n,"Cystic,_mucinous,_and_serous_neoplasms",Yes
http://babelnet.org/rdf/page/s01506243n,s01506243n,Adnexal_and_skin_appendage_neoplasms,Yes
http://babelnet.org/rdf/page/s01506802n,s01506802n,neurocytoma,Yes
http://babelnet.org/rdf/page/s01508305n,s01508305n,Renal_medullary_carcinoma,Yes
http://babelnet.org/rdf/page/s01508314n,s01508314n,Pinealoblastoma,Yes
http://babelnet.org/rdf/page/s01509181n,s01509181n,Syndrome_de_Hong_et_Good,Yes,
http://babelnet.org/rdf/page/s01510117n,s01510117n,Minimally_conscious_state,Yes
http://babelnet.org/rdf/page/s01514429n,s01514429n,Cruveilhier–Baumgarten_disease,Yes
http://babelnet.org/rdf/page/s01518617n,s01518617n,Serous_cystadenocarcinoma,Yes
http://babelnet.org/rdf/page/s01518622n,s01518622n,Mucinous_cystadenoma,Yes
http://babelnet.org/rdf/page/s01520857n,s01520857n,parathyroiditis,Yes
http://babelnet.org/rdf/page/s01526692n,s01526692n,developmental_disability,Yes
http://babelnet.org/rdf/page/s01528683n,s01528683n,Fibrinolysis_syndrome,Yes
http://babelnet.org/rdf/page/s01528763n,s01528763n,Pigmented_purpuric_dermatosis,Yes
http://babelnet.org/rdf/page/s01528774n,s01528774n,Majocchi's_disease,Yes
http://babelnet.org/rdf/page/s01528867n,s01528867n,Arterial_insufficiency_ulcer,Yes
http://babelnet.org/rdf/page/s01528927n,s01528927n,Hematopoietic_ulcer,Yes
http://babelnet.org/rdf/page/s01530291n,s01530291n,Hydroa_vacciniforme,Yes
http://babelnet.org/rdf/page/s01530382n,s01530382n,Narcotic_dermopathy,Yes
http://babelnet.org/rdf/page/s01530779n,s01530779n,Migraine-associated_vertigo,Yes
http://babelnet.org/rdf/page/s01532060n,s01532060n,Degeneración_lobular_frontotemporal,Yes,
http://babelnet.org/rdf/page/s01532192n,s01532192n,Afasia_progresiva_no_fluente,Yes,
http://babelnet.org/rdf/page/s01533368n,s01533368n,Zirconium_granuloma,Yes
http://babelnet.org/rdf/page/s01533391n,s01533391n,Carbon_stain,Yes
http://babelnet.org/rdf/page/s01533473n,s01533473n,Candida_intetrigo,Yes,
http://babelnet.org/rdf/page/s01533797n,s01533797n,Rocker_bottom_foot,Yes
http://babelnet.org/rdf/page/s01534594n,s01534594n,Hidropesia,Yes,
http://babelnet.org/rdf/page/s01536846n,s01536846n,Emicrania_oftalmica,
http://babelnet.org/rdf/page/s01537763n,s01537763n,Agenesia,
http://babelnet.org/rdf/page/s01540974n,s01540974n,Pashayan_syndrome,Yes
http://babelnet.org/rdf/page/s01542050n,s01542050n,Pityrosporum_folliculitis,Yes
http://babelnet.org/rdf/page/s01542192n,s01542192n,Alternariosis,Yes
http://babelnet.org/rdf/page/s01556614n,s01556614n,Interstitial_granulomatous_drug_reaction,Yes
http://babelnet.org/rdf/page/s01559089n,s01559089n,Corneal_perforation,Yes
http://babelnet.org/rdf/page/s01559503n,s01559503n,Doege–Potter_syndrome,Yes
http://babelnet.org/rdf/page/s01560221n,s01560221n,Benign_cephalic_histiocytosis,Yes
http://babelnet.org/rdf/page/s01560224n,s01560224n,Generalized_eruptive_histiocytoma,Yes
http://babelnet.org/rdf/page/s01560250n,s01560250n,reticulohistiocytosis,Yes
http://babelnet.org/rdf/page/s01560290n,s01560290n,X-type_histiocytosis,Yes
http://babelnet.org/rdf/page/s01560300n,s01560300n,Congenital_self-healing_reticulohistiocytosis,Yes
http://babelnet.org/rdf/page/s01564499n,s01564499n,MODY_5,Yes
http://babelnet.org/rdf/page/s01567183n,s01567183n,Bowenoid_papulosis,Yes
http://babelnet.org/rdf/page/s01567766n,s01567766n,Sicosi_della_barba,
http://babelnet.org/rdf/page/s01570305n,s01570305n,Streptococcal_intertrigo,Yes
http://babelnet.org/rdf/page/s01570317n,s01570317n,Cutaneous_group_B_streptococcal_infection,Yes
http://babelnet.org/rdf/page/s01577281n,s01577281n,Gonococcemia,Yes
http://babelnet.org/rdf/page/s01577285n,s01577285n,Primary_gonococcal_dermatitis,Yes
http://babelnet.org/rdf/page/s01577615n,s01577615n,Elephantiasis_nostras,Yes
http://babelnet.org/rdf/page/s01577662n,s01577662n,Histoid_leprosy,Yes
http://babelnet.org/rdf/page/s01578523n,s01578523n,Inattivazione_non_casuale_del_cromosoma_X,
http://babelnet.org/rdf/page/s01581899n,s01581899n,Binswanger's_disease,Yes
http://babelnet.org/rdf/page/s01582013n,s01582013n,EAST_syndrome,Yes
http://babelnet.org/rdf/page/s01583376n,s01583376n,Graham-Little_syndrome,Yes
http://babelnet.org/rdf/page/s01584398n,s01584398n,Cysticercosis_cutis,Yes
http://babelnet.org/rdf/page/s01584419n,s01584419n,Nematode_dermatitis,Yes
http://babelnet.org/rdf/page/s01588817n,s01588817n,Blister_beetle_dermatitis,Yes
http://babelnet.org/rdf/page/s01594586n,s01594586n,Inborn_error_of_lipid_metabolism,Yes
http://babelnet.org/rdf/page/s01594720n,s01594720n,Milker's_nodule,Yes
http://babelnet.org/rdf/page/s01599259n,s01599259n,Splints,Yes
http://babelnet.org/rdf/page/s01599963n,s01599963n,Alphavirus_infection,Yes
http://babelnet.org/rdf/page/s01599989n,s01599989n,Pigmented_wart,Yes
http://babelnet.org/rdf/page/s01600008n,s01600008n,Giant_condyloma_acuminatum,Yes
http://babelnet.org/rdf/page/s01602973n,s01602973n,PEHO_syndrome,Yes
http://babelnet.org/rdf/page/s01602983n,s01602983n,GRACILE_syndrome,Yes
http://babelnet.org/rdf/page/s01606209n,s01606209n,Congenital_chloride_diarrhea,
http://babelnet.org/rdf/page/s01606324n,s01606324n,aspermia,Yes
http://babelnet.org/rdf/page/s01606439n,s01606439n,"Extranodal_NK/T-cell_lymphoma,_nasal_type",Yes
http://babelnet.org/rdf/page/s01607564n,s01607564n,Benzodiazepine_use_disorder,
http://babelnet.org/rdf/page/s01608003n,s01608003n,Microscopic_polyangiitis,Yes
http://babelnet.org/rdf/page/s01611184n,s01611184n,Transient_erythroporphyria_of_infancy,Yes
http://babelnet.org/rdf/page/s01611214n,s01611214n,Tumoral_calcinosis,Yes
http://babelnet.org/rdf/page/s01611404n,s01611404n,Medication-induced_hyperlipoproteinemia,Yes
http://babelnet.org/rdf/page/s01613052n,s01613052n,Complications_de_la_grossesse,
http://babelnet.org/rdf/page/s01617535n,s01617535n,X-linked_spinal_muscular_atrophy_type_2,Yes
http://babelnet.org/rdf/page/s01619776n,s01619776n,Sebaceoma,Yes
http://babelnet.org/rdf/page/s01620472n,s01620472n,perifolliculitis,Yes
http://babelnet.org/rdf/page/s01621107n,s01621107n,Cryopyrin-associated_periodic_syndrome,Yes
http://babelnet.org/rdf/page/s01621580n,s01621580n,Nakajo_syndrome,Yes
http://babelnet.org/rdf/page/s01624069n,s01624069n,Bazex–Dupré–Christol_syndrome,Yes
http://babelnet.org/rdf/page/s01631651n,s01631651n,Environmental_disease,
http://babelnet.org/rdf/page/s01632287n,s01632287n,Colpocefalia,Yes,
http://babelnet.org/rdf/page/s01632628n,s01632628n,Esquizencefalia,Yes,
http://babelnet.org/rdf/page/s01632758n,s01632758n,Trigonocefalia,Yes,
http://babelnet.org/rdf/page/s01638602n,s01638602n,Primary_cutaneous_adenoid_cystic_carcinoma,Yes
http://babelnet.org/rdf/page/s01638651n,s01638651n,Multiple_familial_trichoepithelioma,Yes
http://babelnet.org/rdf/page/s01641116n,s01641116n,trichilemmoma,Yes
http://babelnet.org/rdf/page/s01641156n,s01641156n,Pilar_sheath_acanthoma,Yes
http://babelnet.org/rdf/page/s01647459n,s01647459n,Oral_florid_papillomatosis,Yes
http://babelnet.org/rdf/page/s01647469n,s01647469n,Melanocytic_oral_lesion,Yes
http://babelnet.org/rdf/page/s01653005n,s01653005n,First_arch_syndrome,Yes
http://babelnet.org/rdf/page/s01653037n,s01653037n,Contact_stomatitis,Yes
http://babelnet.org/rdf/page/s01653043n,s01653043n,Lacquer_dermatitis,Yes
http://babelnet.org/rdf/page/s01656188n,s01656188n,Gastrojejunocolic_fistula,Yes
http://babelnet.org/rdf/page/s01656372n,s01656372n,arteriovenous_fistula,Yes
http://babelnet.org/rdf/page/s01660311n,s01660311n,Crimean–Congo_hemorrhagic_fever,
http://babelnet.org/rdf/page/s01660584n,s01660584n,Reis–Bucklers_corneal_dystrophy,
http://babelnet.org/rdf/page/s01661904n,s01661904n,Howel–Evans_syndrome,Yes
http://babelnet.org/rdf/page/s01664996n,s01664996n,Meningeal_carcinomatosis,Yes
http://babelnet.org/rdf/page/s01667547n,s01667547n,Karak_syndrome,Yes
http://babelnet.org/rdf/page/s01667846n,s01667846n,Gelatinous_drop-like_corneal_dystrophy,Yes
http://babelnet.org/rdf/page/s01668818n,s01668818n,Holiday_heart_syndrome,Yes
http://babelnet.org/rdf/page/s01672184n,s01672184n,Epithelial_basement_membrane_dystrophy,Yes
http://babelnet.org/rdf/page/s01674343n,s01674343n,Squamous_intraepithelial_lesion,Yes
http://babelnet.org/rdf/page/s01675184n,s01675184n,Sclerocornea,Yes
http://babelnet.org/rdf/page/s01676631n,s01676631n,Cornea_plana_2,Yes
http://babelnet.org/rdf/page/s01676651n,s01676651n,Cornea_plana_1,Yes
http://babelnet.org/rdf/page/s01686358n,s01686358n,Rabdomiolisi,
http://babelnet.org/rdf/page/s01694874n,s01694874n,Microtia,Yes
http://babelnet.org/rdf/page/s01699204n,s01699204n,Kidney_tumour,Yes
http://babelnet.org/rdf/page/s01699216n,s01699216n,Cystic_nephroma,Yes
http://babelnet.org/rdf/page/s01701264n,s01701264n,MODY_6,Yes
http://babelnet.org/rdf/page/s01703757n,s01703757n,SAHA_syndrome,Yes
http://babelnet.org/rdf/page/s01703777n,s01703777n,Adult_blaschkitis,Yes
http://babelnet.org/rdf/page/s01706840n,s01706840n,African_tick_bite_fever,
http://babelnet.org/rdf/page/s01706854n,s01706854n,Albinism–deafness_syndrome,Yes
http://babelnet.org/rdf/page/s01709712n,s01709712n,Factor_V_Leiden,Yes
http://babelnet.org/rdf/page/s01715537n,s01715537n,Disequilibrium_(medicine),
http://babelnet.org/rdf/page/s01718323n,s01718323n,Canalopathie,Yes,
http://babelnet.org/rdf/page/s01726871n,s01726871n,Sertoli_cell_nodule,Yes
http://babelnet.org/rdf/page/s01736417n,s01736417n,Pyridoxine-dependent_epilepsy,Yes
http://babelnet.org/rdf/page/s01744546n,s01744546n,Myopathie_congénitale_myotubulaire,Yes,
http://babelnet.org/rdf/page/s01747696n,s01747696n,Potocki–Lupski_syndrome,
http://babelnet.org/rdf/page/s01750167n,s01750167n,Left_atrial_enlargement,Yes
http://babelnet.org/rdf/page/s01750168n,s01750168n,Atrial_enlargement,Yes
http://babelnet.org/rdf/page/s01755652n,s01755652n,Disordine_reticolare_della_pigmentazione_legata_al_cromosoma_X,
http://babelnet.org/rdf/page/s01756869n,s01756869n,Brown_induration,Yes
http://babelnet.org/rdf/page/s01757437n,s01757437n,Yemenite_deaf-blind_hypopigmentation_syndrome,Yes
http://babelnet.org/rdf/page/s01757477n,s01757477n,Bonnet–Dechaume–Blanc_syndrome,Yes
http://babelnet.org/rdf/page/s01758275n,s01758275n,Syndrome_de_Watson,Yes,
http://babelnet.org/rdf/page/s01758536n,s01758536n,Wende–Bauckus_syndrome,Yes
http://babelnet.org/rdf/page/s01758556n,s01758556n,Wheat_warehouse_itch,Yes
http://babelnet.org/rdf/page/s01764726n,s01764726n,Epifisiolisi,
http://babelnet.org/rdf/page/s01765769n,s01765769n,Right_atrial_enlargement,Yes
http://babelnet.org/rdf/page/s01767438n,s01767438n,Pacemaker_failure,Yes
http://babelnet.org/rdf/page/s01768016n,s01768016n,Calcium_pyrophosphate_dihydrate_crystal_deposition_disease,Yes
http://babelnet.org/rdf/page/s01768189n,s01768189n,Wrinkly_skin_syndrome,Yes
http://babelnet.org/rdf/page/s01768272n,s01768272n,Peat_fire_cancer,Yes
http://babelnet.org/rdf/page/s01768275n,s01768275n,Kairo_cancer,Yes
http://babelnet.org/rdf/page/s01768279n,s01768279n,Kang_cancer,Yes
http://babelnet.org/rdf/page/s01768284n,s01768284n,Ullrich_disease,Yes
http://babelnet.org/rdf/page/s01768315n,s01768315n,Unilateral_palmoplantar_verrucous_nevus,Yes
http://babelnet.org/rdf/page/s01771573n,s01771573n,derailment_(thought_disorder),
http://babelnet.org/rdf/page/s01780482n,s01780482n,Algaemia,Yes
http://babelnet.org/rdf/page/s01786447n,s01786447n,Parasitic_pneumonia,Yes
http://babelnet.org/rdf/page/s01787771n,s01787771n,Congenital_pulmonary_airway_malformation,Yes
http://babelnet.org/rdf/page/s01788545n,s01788545n,Persistent_truncus_arteriosus,Yes
http://babelnet.org/rdf/page/s01803692n,s01803692n,Autosomal_dominant_polycystic_kidney_disease,Yes
http://babelnet.org/rdf/page/s01803708n,s01803708n,Intervertebral_disc_disorder,Yes
http://babelnet.org/rdf/page/s01806712n,s01806712n,Ring_chromosome,Yes
http://babelnet.org/rdf/page/s01821982n,s01821982n,Sindrome_di_Smith-Magenis,
http://babelnet.org/rdf/page/s01823397n,s01823397n,Sphincter_of_Oddi_dysfunction,Yes
http://babelnet.org/rdf/page/s01824862n,s01824862n,Complete_androgen_insensitivity_syndrome,Yes
http://babelnet.org/rdf/page/s01826625n,s01826625n,Blue_rubber_bleb_nevus_syndrome,Yes
http://babelnet.org/rdf/page/s01831125n,s01831125n,Alveolar_capillary_dysplasia,Yes
http://babelnet.org/rdf/page/s01835305n,s01835305n,Aciduria_glutárica_tipo_I,Yes,
http://babelnet.org/rdf/page/s01839286n,s01839286n,Cricopharyngeal_spasm,Yes
http://babelnet.org/rdf/page/s01844002n,s01844002n,Vestibular_adenitis,Yes
http://babelnet.org/rdf/page/s01848499n,s01848499n,Ichthyosis_prematurity_syndrome,Yes
http://babelnet.org/rdf/page/s01848873n,s01848873n,dislalia,Yes,
http://babelnet.org/rdf/page/s01850200n,s01850200n,Dolichodouglas,Yes
http://babelnet.org/rdf/page/s01850856n,s01850856n,Hair_follicle_nevus,Yes
http://babelnet.org/rdf/page/s01857391n,s01857391n,Progressive_rubella_panencephalitis,Yes
http://babelnet.org/rdf/page/s01865152n,s01865152n,Smith–Fineman–Myers_syndrome,Yes
http://babelnet.org/rdf/page/s01865628n,s01865628n,Vesicular_pemphigoid,Yes
http://babelnet.org/rdf/page/s01866289n,s01866289n,Singleton_Merten_syndrome,Yes
http://babelnet.org/rdf/page/s01866354n,s01866354n,Photodermatose,Yes,
http://babelnet.org/rdf/page/s01873889n,s01873889n,Vulvar_childhood_pemphigoid,Yes
http://babelnet.org/rdf/page/s01877021n,s01877021n,Nevus_depigmentosus,Yes
http://babelnet.org/rdf/page/s01877830n,s01877830n,Recurrent_corneal_erosion,Yes
http://babelnet.org/rdf/page/s01881248n,s01881248n,Aggressive_periodontitis,Yes
http://babelnet.org/rdf/page/s01881525n,s01881525n,Fibroma_of_tendon_sheath,Yes
http://babelnet.org/rdf/page/s01882475n,s01882475n,Neuroendocrine_carcinoma_of_the_cervix,Yes
http://babelnet.org/rdf/page/s01884066n,s01884066n,Complicaciones_de_la_diabetes_mellitus,Yes,
http://babelnet.org/rdf/page/s01885211n,s01885211n,Pes_anserine_bursitis,Yes
http://babelnet.org/rdf/page/s01887057n,s01887057n,Terminal_osseous_dysplasia_with_pigmentary_defects,Yes
http://babelnet.org/rdf/page/s01887319n,s01887319n,Poikiloderma,Yes
http://babelnet.org/rdf/page/s01891464n,s01891464n,Danni_somatici_deterministici,
http://babelnet.org/rdf/page/s01892682n,s01892682n,Enfermedad_de_Vuopala,
http://babelnet.org/rdf/page/s01893294n,s01893294n,trichomegaly,Yes
http://babelnet.org/rdf/page/s01894286n,s01894286n,Atypical_tuberous_myxedema,Yes
http://babelnet.org/rdf/page/s01896053n,s01896053n,Johnson–McMillin_syndrome,Yes
http://babelnet.org/rdf/page/s01896640n,s01896640n,Epidermolytic_acanthoma,Yes
http://babelnet.org/rdf/page/s01896645n,s01896645n,Large-cell_acanthoma,Yes
http://babelnet.org/rdf/page/s01900037n,s01900037n,Pigmented_spindle_cell_nevus,Yes
http://babelnet.org/rdf/page/s01900064n,s01900064n,Childhood_tumor_syndrome,Yes
http://babelnet.org/rdf/page/s01900077n,s01900077n,Lipoblastoma,Yes
http://babelnet.org/rdf/page/s01900969n,s01900969n,Blastome_pleuropulmonaire,Yes,
http://babelnet.org/rdf/page/s01903465n,s01903465n,Scalp–ear–nipple_syndrome,Yes
http://babelnet.org/rdf/page/s01907311n,s01907311n,Kostmann_syndrome,Yes
http://babelnet.org/rdf/page/s01907591n,s01907591n,Eritema_indurato_di_Bazin,
http://babelnet.org/rdf/page/s01908199n,s01908199n,Kapur–Toriello_syndrome,Yes
http://babelnet.org/rdf/page/s01908211n,s01908211n,Hemangioendothelioma,Yes
http://babelnet.org/rdf/page/s01909202n,s01909202n,Carcinoid_syndrome,Yes
http://babelnet.org/rdf/page/s01910429n,s01910429n,Non-epileptic_seizure,Yes
http://babelnet.org/rdf/page/s01910712n,s01910712n,Miller_syndrome,Yes
http://babelnet.org/rdf/page/s01912407n,s01912407n,Bart–Pumphrey_syndrome,
http://babelnet.org/rdf/page/s01912408n,s01912408n,Hystrix-like_ichthyosis–deafness_syndrome,Yes
http://babelnet.org/rdf/page/s01913115n,s01913115n,Dolichol_kinase_deficiency,Yes
http://babelnet.org/rdf/page/s01913121n,s01913121n,Neonatal_ichthyosis–sclerosing_cholangitis_syndrome,Yes
http://babelnet.org/rdf/page/s01913126n,s01913126n,Haim–Munk_syndrome,Yes
http://babelnet.org/rdf/page/s01913379n,s01913379n,Enfermedad_de_Salla,Yes,
http://babelnet.org/rdf/page/s01916589n,s01916589n,Congenital_cytomegalovirus_infection,Yes
http://babelnet.org/rdf/page/s01919211n,s01919211n,Keratosis_linearis_with_ichthyosis_congenital_and_sclerosing_keratoderma_syndrome,Yes
http://babelnet.org/rdf/page/s01921004n,s01921004n,Seboacanthoma,Yes
http://babelnet.org/rdf/page/s01921338n,s01921338n,Septic_thrombophlebitis,Yes
http://babelnet.org/rdf/page/s01921961n,s01921961n,Laryngoonychocutaneous_syndrome,Yes
http://babelnet.org/rdf/page/s01922055n,s01922055n,halogenoderma,Yes
http://babelnet.org/rdf/page/s01922752n,s01922752n,Skin_fragility_syndrome,Yes
http://babelnet.org/rdf/page/s01924671n,s01924671n,Carnitine-acylcarnitine_translocase_deficiency,Yes
http://babelnet.org/rdf/page/s01924720n,s01924720n,Mitochondrial_trifunctional_protein_deficiency,Yes
http://babelnet.org/rdf/page/s01924799n,s01924799n,Spondyloperipheral_dysplasia,Yes
http://babelnet.org/rdf/page/s01924820n,s01924820n,"Collagenopathy,_types_II_and_XI",Yes
http://babelnet.org/rdf/page/s01924876n,s01924876n,Achondrogenesis_type_2,
http://babelnet.org/rdf/page/s01926845n,s01926845n,Disturbo_degli_arti_superiori_da_lavoro,
http://babelnet.org/rdf/page/s01927400n,s01927400n,Skin_track,Yes
http://babelnet.org/rdf/page/s01932713n,s01932713n,Hughes–Stovin_syndrome,
http://babelnet.org/rdf/page/s01938220n,s01938220n,Soot_tattoo,Yes
http://babelnet.org/rdf/page/s01940713n,s01940713n,Pure_hair-nail_type_ectodermal_dysplasia,Yes
http://babelnet.org/rdf/page/s01945028n,s01945028n,Hippocampal_sclerosis,Yes
http://babelnet.org/rdf/page/s01947396n,s01947396n,Interstitial_pregnancy,Yes
http://babelnet.org/rdf/page/s01947793n,s01947793n,Stiff_skin_syndrome,Yes
http://babelnet.org/rdf/page/s01956551n,s01956551n,Vascular_occlusion,Yes
http://babelnet.org/rdf/page/s01956817n,s01956817n,Melanotic_neuroectodermal_tumor_of_infancy,Yes
http://babelnet.org/rdf/page/s01960226n,s01960226n,Animal_allergy,Yes
http://babelnet.org/rdf/page/s01961362n,s01961362n,Carotidynia,Yes
http://babelnet.org/rdf/page/s01961419n,s01961419n,Serous_carcinoma,Yes
http://babelnet.org/rdf/page/s01975890n,s01975890n,Organ_perforation,Yes
http://babelnet.org/rdf/page/s01983566n,s01983566n,Hemoglobin_Lepore_syndrome,Yes
http://babelnet.org/rdf/page/s01983580n,s01983580n,Mauriac_syndrome,Yes
http://babelnet.org/rdf/page/s01983666n,s01983666n,Nuclear_moulding,Yes
http://babelnet.org/rdf/page/s01985670n,s01985670n,Birdshot_chorioretinopathy,Yes
http://babelnet.org/rdf/page/s01986860n,s01986860n,Brachimetatarsia,
http://babelnet.org/rdf/page/s01987436n,s01987436n,Monosomy_14,Yes
http://babelnet.org/rdf/page/s01994401n,s01994401n,Parkes_Weber_syndrome,Yes
http://babelnet.org/rdf/page/s01994591n,s01994591n,Alien_hand_syndrome,Yes
http://babelnet.org/rdf/page/s01998630n,s01998630n,Fryns_syndrome,Yes
http://babelnet.org/rdf/page/s02001044n,s02001044n,Cannabinoid_hyperemesis_syndrome,Yes
http://babelnet.org/rdf/page/s02004178n,s02004178n,Substance_use_disorder,Yes
http://babelnet.org/rdf/page/s02006792n,s02006792n,Chronic_diarrhea_of_infancy,Yes
http://babelnet.org/rdf/page/s02007372n,s02007372n,Osteitis_pubis,Yes
http://babelnet.org/rdf/page/s02010714n,s02010714n,Itchy_red_bump_disease,Yes
http://babelnet.org/rdf/page/s02012326n,s02012326n,Granulomatous_prostatitis,Yes
http://babelnet.org/rdf/page/s02012977n,s02012977n,Diffuse_leprosy_of_Lucio_and_Latapí,Yes
http://babelnet.org/rdf/page/s02017720n,s02017720n,Hereditary_inclusion_body_myopathy,Yes
http://babelnet.org/rdf/page/s02019861n,s02019861n,Placental_site_trophoblastic_tumor,Yes
http://babelnet.org/rdf/page/s02028098n,s02028098n,Pleomorphic_fibroma,Yes
http://babelnet.org/rdf/page/s02030802n,s02030802n,porocephaliasis,Yes
http://babelnet.org/rdf/page/s02041801n,s02041801n,Roberts_syndrome,Yes
http://babelnet.org/rdf/page/s02044179n,s02044179n,Nicolaides–Baraitser_syndrome,Yes
http://babelnet.org/rdf/page/s02047973n,s02047973n,Progressive_osseous_heteroplasia,Yes
